Bit#|Name                  |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
074A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
074B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
074C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
074D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
074E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
074F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0750|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0751|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0752|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0753|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0754|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0755|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0756|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0757|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0758|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0759|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
075A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
075B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
075C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
075D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
075E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
075F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0760|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0761|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0762|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0763|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0766|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0767|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
076C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
076D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0771|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0777|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0778|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0780|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0782|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0785|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0787|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
078D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0792|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0793|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0794|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
